X1,X2,X3,Y
-0.440646257,-0.390226711,0.1567183896240946,-0.877671498
-3.810098679,-1.304664996,-1.105117432,-10.13038794
-1.425451276,-0.340048861,1.1159077837971867,0.2840678048688563
-1.325749604,0.1619055838614624,-0.254669987,-1.994343999
3.120262764824237,1.4873433726124945,-1.16483866,2.030029724854239
-3.462721088,-0.986104475,-0.383416153,-6.94692032
-0.353194813,-0.08663009,-0.631640774,-2.805804715
-1.612042661,-1.042533329,0.9158452780090275,-0.755447072
-2.119922805,-1.030619128,0.027931739,-4.655447262
-0.520106258,-0.662595661,1.2952976638610982,2.222796592342302
-1.020059302,-0.419762417,0.5625052104339443,-0.334290758
4.2677767973829095,1.5322808529630232,-3.348273758,-2.679544153
0.6211832813729053,0.4255556173491853,0.7663075010664506,3.4001043424327517
4.468825908163462,2.203713690028914,1.2877859128124594,12.87978331575636
2.020259032889203,1.1553133301448892,-0.85589987,1.2536542166163147
3.610378612194739,1.464374366,1.5747046859992269,11.091405622743538
-0.191971398,0.4050568673068246,-0.520007454,-0.930592168
1.305122535235577,0.4965879921318163,1.240654176981025,6.706974078910487
-0.454130512,-0.203129713,-1.638513213,-5.251636628
-0.801746202,0.31545093964794535,0.34947163454251007,0.8690042744460881
2.382554917752706,0.7950324031401301,-0.223668361,4.0532147850022096
1.9894815001197177,1.230978712933318,0.679502878,5.982098399169526
-1.955726891,-0.301872557,-1.310500003,-6.126848344
-0.101253048,0.064978855,-0.860867975,-2.707526171
-2.709511297,-1.646275735,0.5330342106661294,-4.252833201
-1.670184839,-0.518064491,0.3658721831121994,-0.395153896
0.4169076148187394,0.1750955475994345,1.4720679175748335,4.901634859879459
-3.244677573,-0.873728914,1.1637100333500252,-1.101513051
1.6323640867798566,0.3836657472268127,-0.245116897,1.3061045746814228
0.614093986,0.6112690147322917,0.6334282845343938,3.4822091769848686
0.28650962986985007,0.30313216073359345,0.9811541387701409,3.3923441046381693
-2.585198854,-1.476317824,0.46601373801160206,-3.653846312
-2.284712122,-0.923970274,0.024521126751141837,-3.795859706
-0.337884149,0.11138783490246505,-0.438497641,-1.387100652
-0.620952198,-0.064921961,-0.125186268,-0.84059626
-4.069979179,-1.962014704,0.007953288,-8.296754683
1.5370265290210237,0.6146626866780369,1.092596357350534,6.188261881325749
-1.70712885,-0.568919608,0.1114441471438151,-2.590092148
1.5998037395398765,0.6785281654358426,1.141082550450683,7.213191391041688
0.8628562202662762,0.26215088641912726,1.7607874901027265,6.146791785496765
2.963366868192152,1.3868374685682008,2.9605680728632997,14.679315396878318
-1.391914702,-0.509733324,0.3946163714304452,-1.781412511
-1.246460141,-0.381397894,-0.369902909,-3.40861989
-0.6355654,-1.105561246,-0.388845972,-3.501087712
-0.969995454,-0.265311238,-0.078381827,-1.298059184
0.077443168,0.30714083803125436,-0.41685044,-1.116294531
-1.142024118,-0.370905409,0.447523594,-0.489259619
-0.477697155,-0.494053333,-0.853977727,-3.690427162
0.16121339431252601,0.11451079976656035,-0.598885877,-1.916185438
0.61601176,0.5276222584110151,-1.138616671,-2.57826198
0.3108158042777882,-0.887846722,-1.21377676,-5.306269325
-0.887452675,-0.179020567,0.018022867,-1.929270544
-2.491512373,-0.88436715,-0.340456768,-5.393908619
-3.783462955,-2.028690645,-0.011764639,-8.155300652
0.19777412172005732,-0.232906325,-2.340900421,-7.606714472
-3.554440394,-1.491946052,0.26719315999881527,-5.176402266
0.6965225491898135,-0.358132049,-1.031157813,-3.372132234
-0.174751067,-0.342205833,-0.358714544,-2.233135447
-1.135487362,-0.240191845,0.8786809426692764,1.2247636749985054
1.770458524868025,1.6788718395103037,-0.562131542,3.093958732705061
3.455879065043647,0.6294595914248264,0.8495317765820948,6.470979059482158
-3.039265104,-1.357801538,1.6976824219855384,0.3590215157274437
-3.240931421,-1.078121801,0.10658386401369174,-4.727339026
-1.688377411,-0.469021196,0.44540659353677303,-0.970343229
-1.141113169,-0.5485818,0.44651474826906723,0.17706458757735444
-5.845771428,-2.352434342,1.7029842924650505,-5.348241319
1.3436262865334831,0.040075488,-1.676055681,-3.783893023
-1.464248252,-0.794892323,-0.762827706,-5.425899522
-3.42870898,-0.872580129,-1.020610386,-7.939888692
-3.008642212,-1.269393015,0.6327609592238825,-3.440808617
1.5671609865867584,1.4713467899473773,1.4445334191409114,9.25999368
-0.644145934,-0.663932845,-0.386500307,-3.326111284
2.016045264333456,0.7616169375964029,1.124279179293492,6.621340428112639
0.2868339637520081,0.057974285,1.6870309735225757,5.174228494
0.966738147,-0.294078613,1.2986527898982638,4.645404994
-0.288022476,-0.440707297,-0.597030607,-2.298222582
-2.025501412,-0.666692972,-1.171066898,-6.704283913
-1.183078303,-1.392251292,-0.205412047,-4.383031131
0.4137912275519054,0.25597476341094916,-1.560097137,-3.273880697
-2.070295982,-1.310880126,-0.738217077,-5.635499175
2.037076217,0.000125721,-0.227552946,1.983694057435175
1.8178197892196644,0.40889759385430285,-1.364634419,-1.629780312
-2.238785365,-0.997794917,0.17703017550103384,-3.590715075
-0.420512123,-0.628877584,-1.141079809,-4.791842577
1.7509621909410067,0.8833573833320484,0.026536687408235615,3.174736849950393
-0.934443983,0.3525063499045841,1.059916105079381,2.9157761895943364
-2.417638796,-1.596917493,-2.215183696,-11.3510053
0.20541957246724918,0.043785723734817074,0.5920162459109414,1.2518501874170798
-1.043172129,-1.704863104,-0.353423534,-5.637252951
-1.048316239,-0.612299256,0.22845152546616534,-1.763199309
-0.503871233,-0.360291758,-0.751090131,-3.674813875
-2.235818981,-0.469849095,0.6085526293400545,-1.741371126
1.165157078172905,0.4585180625818298,0.8168859334057242,5.019434092547385
-0.327280112,0.47409067434688695,0.3185074354030281,0.6429004607369945
-2.259863985,-0.746420124,0.5639750575622928,-2.121198338
-1.926044271,-0.804700088,1.105685016483586,1.0693905925680547
2.9137223,1.8146092460910592,-0.517102693,5.0723850434718685
-0.454681848,-0.435546553,1.2914538311748511,3.4928314595937313
1.3954336406549221,0.33378061903872275,0.31898964297046534,2.426314371723878
-1.342428259,-0.397716171,0.043192583,-1.22624143
1.9327203997743836,0.874396936,-0.550275643,2.163369552828514
0.5948904957605905,0.5257415478406648,-1.967597643,-4.391609898
-3.351090333,-1.36723044,-0.421827075,-8.059309406
-1.665559509,-0.84262892,1.1978672046583598,0.39736876118177133
3.0012985055191552,1.7692861097791992,-0.545694015,5.425966910327157
1.1535322619314756,0.8020990186857758,1.6843095562934938,7.614584021656753
-0.670051347,-0.088000792,-0.381139146,-1.158670983
-0.634687723,-0.621582708,0.28286928545530676,-1.416264324
1.4340130955510866,1.2176329839020796,-0.127793978,4.027613081565985
0.6454411006052867,-0.201749005,1.2460267432282763,3.8094052125087803
-3.608056266,-1.598965994,1.6378371114280172,-1.499194023
0.7042788748198576,0.6654187055214902,0.2470642233120939,2.4143029278392856
4.6684907990170075,1.718113487344772,0.23755075050668356,9.376648996637531
1.476310966015141,1.0653463071948646,0.835812954,5.3267001578955355
4.626878548780065,2.0009870470103515,-0.721683447,6.621090792
0.7664960929542903,0.3374775849238536,-0.289941577,0.6496818539382996
-1.571261078,-1.313420732,0.564616621,-1.653479786
-1.394455246,-0.313053533,0.7123617969521943,0.5787265497121922
1.2364640637305508,1.0549772694104405,-0.637937928,1.632013084751164
0.735924607,0.46348134411137687,-1.032542891,-1.244930572
1.3780643020708885,0.8043406754931293,1.9265094212367107,8.616670246188743
0.4761598448355001,-0.397840148,0.11764544368574455,0.5757491603444349
-0.511943188,-0.319005861,-0.504109937,-2.314104181
2.536230919162768,1.2392328396384795,-0.892798776,2.0182331171438976
-0.239648446,-0.121360827,1.1186540336044446,2.4515717183716172
0.827115147,0.9083046458398782,-0.509259851,0.8987647090625315
-0.428825476,-0.043733484,-0.533102912,-2.036820831
0.6352056044663672,0.6138703779360746,1.0984792271837431,5.154716389054283
1.308411921953685,0.41372484085732786,-0.705497477,0.36940442301635756
1.1967070635880992,1.3228978228780404,0.8117875610524464,5.748172447288962
0.5323688593343614,1.2613355124543582,-0.506586986,0.531028924
0.47426207633674644,0.800550211,-1.202050157,-1.001617336
0.5222348474634284,0.30633470953109027,0.7227623806098645,3.297654638871859
3.3849955868373427,1.802445666699724,1.601263395831681,12.346941936587374
-3.279193137,-1.468462847,-1.520237634,-10.1300335
-0.998084197,-0.115226798,0.424829904,0.4199562435482593
1.2406429904440952,1.366908608,-0.080611856,4.166329439549779
0.3656911069670037,0.87871253,0.6648766994782592,4.142179645216587
-4.250360194,-1.476893606,-0.922858945,-10.90486224
-0.104184125,-0.147692313,-1.388563721,-4.206829361
2.0216529084838437,0.4823010528833891,-0.854717293,1.54040569
3.0799672852690514,1.1382956888860907,-0.206634308,4.079710592129075
-1.614952673,-1.063381659,0.008526586,-3.836521962
