X,Y
81.82233883353626,1
92.48787006227205,0
85.37245988248749,0
78.82802531,0
75.80708038270474,1
92.39368286130973,0
80.25433531066467,1
86.29626717381632,0
76.29609949243893,0
89.14486331483752,1
76.36092945359327,1
81.23020488878552,1
89.30811119719117,0
67.21225940981012,0
99.54229819082286,0
88.96968731334616,0
76.12264758034132,1
86.99136795928993,1
66.09811243,0
88.81525953472506,0
83.05952836223108,0
59.956133198366594,0
69.64937594466812,0
87.06624151558128,0
76.69943537746086,1
76.41853431668903,0
78.87513251,0
72.17934946239924,0
70.24446809982385,0
71.38205496807383,1
83.77157996450514,1
71.50555006065996,0
84.92968671652824,0
95.67477344503786,1
89.87871305992174,1
92.59810856689107,1
82.34148042198393,1
79.73056345887846,1
98.74570139865477,1
89.50900404201408,0
91.38129330614771,1
92.63428558355754,1
87.73251225074826,0
90.77951134,1
91.69278509603276,0
95.01677154779381,1
72.27924688866798,0
75.01673090522092,0
79.56080528,0
68.04818705513752,0
83.16113614520211,0
91.08753119959145,1
95.80258200078245,1
100,1
66.92785196128195,0
72.95530163802687,0
85.49607391345299,1
84.70841854974091,0
66.31094270369695,0
74.78091692,1
99.33158936755648,0
81.30059418788257,1
82.99662639340251,1
60.78704400418502,0
81.20589142919346,1
75.64359627,0
63.13946843495055,0
95.78059082009014,1
91.22593457088175,0
78.61201328,0
71.73795464858094,0
91.51065785550338,1
88.46353566440666,1
91.37534633015343,0
71.63148163171519,1
88.21249534077151,0
79.18027527493052,1
78.00115345715095,0
81.77343652496572,1
80.18181750876414,1
72.43914772,0
66.62391725402088,0
65.50176421957504,1
77.35281261432958,0
85.90505503599418,1
80.31198725,1
94.54612538535673,1
84.98874864377207,1
100,1
84.17067092986501,0
91.06790817952647,0
73.50290526,0
84.91291489316384,0
80.23675779929954,0
76.11295061403004,1
87.33377303062335,1
84.28970925567843,0
80.10560954669404,0
75.51156459964236,0
78.66434143071834,0
79.68855944059828,0
66.07661591909891,1
80.61408210442829,1
73.96902274688412,0
78.69893171728701,0
91.19928329941587,1
73.69172590192744,0
89.10805810188175,1
85.07311397117093,1
74.13309213,0
80.49409124256344,1
91.87808582891581,1
72.98768552279834,1
94.31803951546145,0
71.89613283954007,0
52.41521332296227,0
70.15064670955566,0
81.62690432781855,1
72.68228095391366,0
86.06444433012062,1
73.42887772,0
64.03035855944164,0
67.88527645376163,1
87.42386818838224,1
68.77190588139138,0
86.03591190589893,1
79.91569770461253,0
69.40206511662365,0
73.75766984272406,1
78.38712117393214,0
73.26715719069246,0
63.21808437358516,0
79.87737064544555,0
81.48518568488912,1
80.58423225,0
51.93159138034421,0
71.19051208631736,0
87.87587330697846,1
80.17113453320097,0
91.74372733450443,0
95.76408543974324,1
69.80414405957615,1
93.24947770748253,0
81.31890291,1
83.98029791,1
66.42461157652312,1
73.12774912062405,0
83.03853412,0
73.62527284146664,1
59.50897336955064,1
60.36983374590675,1
84.20674648126965,1
68.13795233882419,0
82.98426790904897,0
77.64704070994883,0
82.13849478,0
70.37840086,0
95.33214159383284,1
83.96672543742092,1
75.68556558873927,0
72.71874978900325,1
70.15081118757749,1
80.15685920319856,1
82.65001120511847,1
63.60164106716059,0
63.83035529112766,0
88.68282097965411,1
88.79982776187389,1
74.21598026879043,0
91.33883113977156,0
81.31713323880516,1
87.83525309621837,1
92.39189526351726,1
69.67884278710957,0
75.99327154370289,1
68.49755667509409,1
72.47263243826612,0
65.50762424167337,0
93.26639052300753,1
67.90841263501629,0
63.61198913210098,1
78.24910425,0
87.54208273700435,1
87.27595285630731,1
85.80508212349163,1
76.61150538934022,1
96.12819041155649,0
76.90109203,0
76.02715902948117,0
89.39483355766927,0
80.06474254215405,0
77.30574236489498,0
73.47085303864097,1
86.88661009289969,0
66.82665303487948,1
80.47115722169387,0
70.33696924253536,1
95.34227563270352,1
86.36914057483968,0
93.30066290333845,1
57.453320650313366,0
74.57208828574257,0
87.33673473727323,1
82.85064322605315,1
95.97271499981824,1
83.58855869,1
62.58818876013112,1
94.64528089808526,1
64.17576961427022,0
81.38398079989535,1
80.71377145652485,1
70.43549582577297,0
75.25108252266793,0
45.80955326291643,1
100,0
80.99103745681228,1
81.09816168020664,1
76.83492520692934,0
78.35973279974459,1
100,1
100,1
74.56649325048251,0
90.09469987304418,1
95.30196521515407,1
67.75473278,0
79.43849109819512,0
79.08014715369796,0
68.69374234175902,1
92.70801108925755,1
93.91796083,1
73.90544109499666,1
82.85103780934342,1
78.90552686341609,1
74.94603466396123,0
63.277239646168255,0
92.07675531905767,1
99.06324340247136,0
75.01267434492718,1
79.93851056714685,0
73.21835998836791,0
77.92676393621768,0
83.77125777257875,1
84.95348836865213,1
91.27690771,0
94.87046791486357,1
85.14050485830447,0
57.06264085688509,1
74.49708616,0
74.55836850387735,0
74.74314073,1
75.40347386179278,1
82.19684377252983,1
75.15227807537093,1
86.32935855014951,1
95.51964481,1
75.87137044,1
87.98814131282153,1
86.13803376223784,0
88.30864720896233,1
88.29813209257938,0
77.89914962529049,1
63.99234706639919,0
100,0
72.96629126325521,1
85.7220197,1
62.186854996248655,0
77.03177185023628,0
74.64097208752698,0
75.50448612370602,0
79.14373077856506,1
80.25476879141407,1
76.31589375307658,1
51.85621507424305,1
72.06902489495302,1
83.27500459414611,0
100,1
72.13622597463335,0
95.93718590031824,1
71.6089695,1
98.08965153325052,1
75.29905650159073,0
82.41366141646873,1
64.28159294761181,0
72.96540503310018,1
75.51250703496669,1
74.06917177,0
74.13948126960561,0
83.45573529481521,1
81.92485906255565,0
71.06991494026903,0
93.36464429844312,1
93.21855711107423,1
95.15704298637216,1
79.92302218377375,1
63.37347731061972,0
74.72971633013813,0
65.49506574086521,0
81.66679365,1
70.42899887,0
85.80725553642641,0
86.49264736320477,0
94.35998355,1
91.76070736,0
69.48968784421291,0
64.51337261141411,0
86.82587263397039,1
80.63276852999384,1
86.61559550627304,0
93.83644011818545,1
83.45053695130254,1
86.34584112181899,1
62.75640147901984,0
85.21469674512963,0
91.02721687970089,1
67.82285910411096,1
97.55083187749545,1
100,1
64.81061151701968,0
73.13478995017309,0
94.79251997392919,1
93.69340961195648,1
70.55481323,1
93.07448210759054,1
73.26795516703753,0
80.68525547638043,0
66.32458431,0
81.49707483547971,1
76.4881426,1
84.42974329089508,1
80.95166302263155,0
96.16434765159048,1
80.44502419160919,1
77.90311869742465,0
92.59185416659228,0
81.78579275302485,1
79.50856589343559,0
87.20584733427286,1
62.75726152,1
87.58501321660714,0
74.49929517035402,1
93.18002399305239,1
93.10018631,0
69.93644304162144,1
94.59743868295068,0
80.91700877,0
83.45292614183856,0
97.64844172518698,0
89.36104061978814,1
83.14958095368245,1
86.32569727750099,0
71.44377846280894,1
97.66103160253635,1
89.37857425605719,0
70.34289253700983,0
78.79283696579765,0
89.89522776547949,1
70.89913903664124,1
83.12261417810535,0
70.84168310342932,1
66.14501149690099,0
60.85416592882135,1
95.62937987282552,1
60.84143682942017,1
90.84997926542583,1
72.23017559,0
100,1
57.96286020048032,0
75.39163918979096,1
77.11349684074264,1
72.49584998638957,0
82.60194408916134,1
76.98764501976213,0
80.67220959671555,1
75.69230696100968,1
83.11526970491389,1
87.36082118007094,1
72.40331074755545,0
84.40550257687073,1
84.49414402,1
70.50374469239037,0
87.17472712838722,0
71.81046512178173,0
75.67874773027033,1
76.66690024,1
75.19780766953335,0
77.92564715210754,0
87.05465051,1
77.26663320038415,0
87.30443843490657,1
79.67982153684109,0
78.38506268663814,0
82.97525654514254,0
76.06908717,1
81.95966430680313,1
94.74767271418165,1
75.56176605960128,0
70.06333879631866,0
91.00398418463827,0
68.41668442,0
99.25880210180614,1
83.21735030089461,1
73.45466435835215,0
94.71493879687131,1
81.81790293797125,1
80.00095577160867,0
78.27757342153858,0
64.12166101249024,1
83.66880695100774,1
76.40109463238912,1
73.50808112961285,0
76.85481789514442,1
90.39282395841614,0
86.05462726867839,0
95.64294468431041,1
74.25299806497503,1
81.95720817428983,0
72.76775318827725,1
90.62346241517658,1
80.73505424787389,1
79.20458670987232,0
69.22564024115184,0
84.17993511,0
88.67752742,0
65.33374968228523,1
68.76822159548304,1
77.04992703655527,0
77.23967969951983,0
79.77302044456977,0
64.49679646693332,0
90.55689599329975,1
93.65981269936283,1
59.76713287456765,0
80.03040940318215,1
67.25522963704607,1
82.34941432584026,1
84.49673367247074,1
81.04763728410916,0
100,0
88.46111891612887,1
70.79016842150617,1
89.79637862240236,1
92.04265437063134,1
75.61890408268448,0
54.6306677,1
95.98881753,1
74.63902855920428,0
85.61034956613238,1
85.42982904,0
87.18378029062393,1
83.21023245,0
85.94262402412754,1
88.07216486,0
77.22592595870468,1
84.60930162243653,0
57.41768719735435,1
80.86516454,1
92.13119235572046,1
93.43111934384082,1
67.40602697725357,0
79.68229227251965,0
76.33201949,1
69.87854390023523,0
87.94772273297434,1
80.95224072813092,1
81.45103295232389,1
66.69898919359942,0
90.40797892,1
73.40539356602042,0
84.22717248516676,1
79.26456508566737,0
84.27377726,1
81.18771603451741,1
82.62300086438071,1
91.73229219101316,1
80.48948018813371,1
88.002637,1
84.60687241192694,1
78.09240757,0
87.82658313723503,1
72.13175966672812,1
74.66139162809274,0
78.72450011497315,0
98.02027442843891,1
88.11481318502658,0
93.50579922054689,1
90.4380701,0
68.77516820539876,0
100,0
77.92882061254629,1
80.44637321,0
79.07893375,1
76.53023019216236,0
59.01574216606469,0
81.69074933017535,0
86.44436343886754,1
78.98574547896573,1
74.23991288370026,0
73.72145100638717,0
71.46044774640264,0
72.53474819375482,0
77.20426541452245,0
93.30136551,0
87.35447397035072,1
100,1
77.81425367902764,0
89.32806405932429,1
75.57178465095157,0
58.697762986897736,1
78.04061065,1
69.03591755491311,1
88.95241558857786,1
89.37369601030845,1
61.38621486801057,0
89.23271118754428,1
93.04393594,0
72.70144405860017,0
84.73558876368422,0
75.53358998827692,1
79.44190466365643,1
88.18554905575527,1
72.31015953,0
98.79868755456081,1
92.65118443,0
86.29443706423257,1
90.69913477140416,0
65.32744975,0
73.61143187,0
74.99110881407748,1
66.44673605,0
80.53935353088906,1
85.64455783606883,0
93.54214324475677,1
70.80386295438672,0
89.07079270500094,1
61.82637054,0
97.74838944,1
93.37059173878009,1
69.86418549765824,0
77.65869443194934,1
76.27652907,0
91.88810919324825,1
84.46322169598999,1
79.60857881667155,1
81.57225783892669,0
99.96616018419779,1
81.15936471770706,1
97.39095536334695,0
77.60689424211438,0
63.32118093270257,1
88.27793518,1
73.15158147178666,0
85.65906888073522,0
82.15309626931877,0
68.58771053807685,0
73.62976814722583,1
88.69722385431015,1
100,1
81.17231117264105,1
77.30095940693396,0
78.68900977546306,0
85.88268360580415,1
80.52272523617945,1
67.90858188176551,1
64.32362007675616,0
86.29392026145445,1
84.85554722,0
81.45924307832522,1
62.726877046764315,1
90.01919135326801,0
58.699763136265304,0
81.60538820261475,1
85.57493213482023,1
85.35243745711777,1
77.45266720820013,0
100,1
76.86974994166518,1
78.13917363817588,1
88.08277274697734,0
74.33684864252113,0
94.67897313293405,1
77.74523793903643,1
92.70807744021592,1
72.34874264798117,1
69.15106204071479,0
89.98746482662253,0
67.57287714255547,1
96.52912912555723,0
86.49914456367429,1
68.65647559039456,0
81.68926258363238,1
69.75798724616988,0
80.85943123198705,1
78.90125904006054,1
86.51039095607946,0
86.88984645858619,1
93.02382388,1
76.20391436927571,1
97.40953015073806,0
74.62018396083218,1
69.77591968088596,1
70.24784352015067,0
76.8051798,0
75.95361611693693,0
85.40563895955037,0
72.38475641102742,1
76.90214537189527,0
83.18813025164995,1
87.54427805114078,1
81.95419014102318,0
91.63624447,1
88.85922880544567,1
81.51073930236853,0
67.89547814551206,0
73.33304963263889,0
79.7414125,0
82.82378032457213,0
85.60508398191556,0
88.71148877819718,1
66.49399181318503,1
70.24781673561122,0
72.95665322,1
62.76053539607136,1
90.22795772731398,0
85.68740788612809,0
73.43371336176871,0
82.08355306865043,1
83.95762580779687,0
87.04018246756267,1
76.37927670807052,1
97.28154832439344,1
92.98042753714651,1
93.43637435841944,0
81.79812356194032,1
71.96353227079523,0
80.71170936,1
80.38471461893353,0
73.06536633077715,1
91.88893881487655,1
90.80906259607028,1
100,1
87.46572640995811,0
83.51295334,1
79.82342482,0
70.71775424208255,1
83.09249259732502,1
76.20326771233832,0
75.05451916652372,0
96.29352590339063,1
91.96426662333108,1
76.86435372112508,0
70.22271661,1
88.92775269707799,1
71.40612535309775,0
78.31653686214095,0
74.45444879216167,0
80.26162991437785,1
75.40519795317873,1
96.8596646,1
63.58876084009034,0
75.47081475,0
89.07294517336197,1
82.59221836878248,0
82.32134578779642,0
76.08329704112485,1
90.04271538293172,0
80.47624035730503,1
72.99840399939802,0
84.21281379210576,0
98.55653531189671,1
89.44985851777197,0
70.09670914342097,0
100,1
94.05072694181591,1
79.51499163810496,0
64.98489144077742,1
80.47613977,1
84.82663076965977,0
81.31105045230203,0
75.31365664917476,1
83.47445745201543,0
84.68198448038727,0
94.08123524259626,1
63.91815109898653,0
70.41599875474854,0
75.30143092271855,0
100,1
93.26322110251279,1
76.09146789773021,0
70.42054683396792,0
78.32905834013114,0
100,1
86.59677482657665,0
67.98497338471792,0
83.46566066077983,0
79.24722110856521,1
66.58745646,1
68.81915516354111,0
91.0726176,0
64.42492384456325,1
81.87481050819748,0
78.32073555343747,1
86.82357446811082,0
86.17424709867223,0
93.89533427035511,0
87.95059478346417,0
81.41960787051286,0
87.23344265,0
82.38767238970794,1
50.47363171446369,1
100,1
89.12733026248884,1
54.09735935426154,1
78.59468732592751,0
70.25013845687695,0
65.76721079709257,0
97.58756807051246,0
63.69928139582899,0
89.77872160051928,1
81.63686888749105,1
79.05521000380529,0
95.20231560540746,1
92.12948212219253,1
73.55962376249695,0
91.03588067051571,1
83.77663497997216,1
74.72595093,0
87.98459067862835,0
100,0
84.67713647204218,1
95.14236982,1
82.89205054,1
67.75188332857603,1
84.92699388552955,1
78.29189002780221,0
75.00528055120645,0
93.33835908134597,1
89.11211029,1
89.73755657094408,1
75.70931645209437,0
72.30009023903844,0
76.84959461977995,1
96.27767491799241,1
84.70735336158162,1
84.80241063034978,1
89.84521089885816,1
90.25721623260817,0
97.02319701937205,1
74.2143987,0
50.52730875830626,0
98.47736011251659,1
71.26611477329354,0
86.15673863503326,0
73.82564310067019,0
76.12115424254321,0
73.50618563155415,0
87.48016446445698,1
77.09263592848221,0
76.42014521101378,0
78.52178780052648,0
80.34791298498632,1
84.89417722115034,1
88.22449886,0
82.95751913297906,1
81.15285803344098,1
68.08616023869244,0
92.10430028107278,0
78.04062694933359,1
88.51037655843656,0
95.82500536659043,0
76.71964426484199,0
85.18149548144474,0
81.41244703719121,1
89.78322782,1
72.91846670300116,0
93.67643606304394,1
75.77367704106359,1
81.35574870603578,0
72.84989879686808,0
83.49031280293389,1
65.10767276918939,0
75.65004561290371,0
77.08313702719462,1
79.31374057791598,1
80.56905413293582,1
90.13126613999114,1
73.97939546921575,1
68.94186149279128,1
94.11888163983195,1
77.61640009815603,0
95.34770913057022,1
60.225576478801955,0
83.46250844975091,1
78.21315908,0
69.41946998786587,1
84.13696267355778,1
84.91256430728433,1
63.07810123,1
73.31808562359409,0
82.10567775,1
83.38780055349874,0
94.34104914827701,1
88.73093961648178,1
89.65957794080295,0
100,1
90.86403896634872,0
85.77970967610683,0
83.04166458745586,1
95.59194671247754,0
71.05574863803304,0
83.62761662,1
71.24285396375772,1
92.87169235153067,1
75.91682005594649,1
92.71124629,1
71.23569053880446,1
74.74834766694494,0
67.80359277865448,0
76.64936165249188,1
83.75856586,1
83.68019827,1
77.54705026159245,0
79.88002103246954,0
79.52649662213354,0
77.25616530849076,1
74.60854320602417,0
84.44669644187546,0
81.50722655051317,1
82.72166245048771,1
84.86049841222047,1
84.39065904666246,0
89.88562539189225,1
75.29672941326211,0
64.63599220763163,0
78.45580840353335,0
80.4390147,0
93.18583853819527,0
88.14072173555259,1
83.41390051001035,0
72.94763162517506,0
73.79844582376026,0
68.02668805389186,0
79.25162068591989,1
76.33656584166343,0
57.012962225982534,1
94.88278840637767,1
80.48624119281033,1
77.64776496,0
70.45343882772212,1
88.02824106071819,0
91.13683953404741,1
80.38305261659052,1
72.11096751359722,1
94.54195392634635,0
89.89874497462289,0
91.27287065658393,0
82.17822078,1
85.18179776912633,1
81.74766711080193,1
91.26250535754015,1
82.96453826268177,0
87.96302392668865,1
80.01800184735896,1
73.65930602997263,1
94.27679686182634,1
87.71052538016295,1
75.86098504013154,0
70.71957985,0
64.02011440570806,0
88.75063473,1
62.69502393919862,1
87.55755093728534,1
79.47243080354627,0
80.73349266981204,0
80.20393728,0
75.61345249521163,1
85.14388046548639,1
76.83032135508736,0
78.88082052507592,0
79.47052798,1
63.239427811436684,0
85.57184819734532,1
82.16895609,0
72.81165885510256,0
80.63455415,1
86.61188336221568,1
74.26377052,1
67.27652237,0
70.80815671060047,0
60.001019431238426,0
74.36255540568622,0
93.83978290323319,1
51.82453298493497,1
79.66178106,0
59.16731680617883,1
78.18518995458048,0
75.19693810148809,0
100,1
94.71276493599011,1
86.17378744863755,1
77.09196306,0
84.97574922801907,1
83.54008453,1
94.96713770733675,0
63.558965602548525,0
76.65451682095762,1
76.52404473044322,0
76.61601366012275,0
71.68285574068032,0
85.47499990382221,0
90.84048402709786,1
89.34335493516213,1
84.73273613226438,0
74.78982995442786,0
68.72278407314478,0
59.602969889194675,1
71.60162052079242,0
84.63811686748612,1
72.46955761196239,0
82.92354649287886,1
87.41554781161541,1
69.03621726174892,0
79.89372578018514,1
69.50535262138295,0
96.82558701602278,1
100,1
72.23887126077697,1
74.20112966,1
94.45493527,1
76.0605229,1
77.89006759,0
65.33910747042358,0
67.53338493621524,0
77.92658159269426,0
85.59840225062979,1
89.94426780339795,0
90.02383199161841,0
100,1
75.20555228217545,0
76.23926251515306,0
69.63590740827645,0
80.95865425934458,1
92.08736077085041,1
79.85547366490005,1
75.32561200610002,0
73.95403283915076,0
75.37332313433751,0
93.79937092,0
74.32449841588182,0
89.30083470852395,1
72.10117329128323,0
69.09819678,1
74.08592892148496,0
85.62604095917312,1
93.71564939667735,1
61.88502171653748,0
70.82379415817879,1
61.767993155710364,0
86.90719931908099,0
97.48627973425825,1
81.47063444034117,1
77.69875860814912,1
91.76100488847639,1
93.05418863480087,1
92.45434162663426,0
86.53945264350084,1
79.60125332,1
100,1
84.17350369509063,0
90.39297743499766,1
97.41957476306926,1
78.00150443208994,0
88.87515861188393,0
80.34555129418955,1
94.45273310899411,1
68.03747091,1
84.53982168295718,0
65.34201680751387,1
84.67868083938173,0
73.27279905945467,0
75.46281694471895,0
77.57564025,0
95.46776686115352,1
