X2,Y2
76.64303422403891,1
87.74339713031495,1
81.63946904,1
73.74048473,0
90.48026764131131,1
82.09241487736257,1
70.02128000183221,0
89.99328730968492,1
78.74387189900648,1
69.32860515475296,0
83.31196125168753,1
83.10500156872669,1
75.17284199823541,1
85.95773567562057,1
62.161391184690686,0
87.97943486603535,1
81.82691924695848,1
62.35296046360029,1
68.36936928932167,1
79.60522547501165,0
81.64279883589045,1
78.58255587315774,0
72.63575205866007,0
85.38280694486735,1
76.32559317606867,0
83.77594177469003,1
66.05839656783024,1
63.66381455839769,1
87.10279105796326,1
76.68942012691762,0
100,1
100,1
74.22290974318469,1
88.88771606832005,1
82.73928706,0
74.31191281107402,1
82.35643819864724,1
82.26068831,1
77.32323876426877,1
89.02828573647486,1
89.93490193559253,1
99.65981576767044,1
83.98053769685791,1
87.27299926832787,1
82.23043550344347,1
71.17779499368342,1
91.21773041244501,1
78.25334442297567,1
81.75876869702265,1
79.95625204425207,1
74.80495864275623,1
54.95765547206068,0
79.95725779217774,1
71.04332923722687,0
84.79919781849844,1
72.34689188569678,0
69.35823295649415,0
91.72710922667025,1
81.56641817301106,1
81.09286911062026,1
92.87335057748562,1
65.07492135,1
74.01810067138278,1
100,1
70.13309160442833,0
76.00283507157273,1
99.14702699761499,1
54.166901884104185,1
76.03739815451412,1
57.304891844511225,1
66.61352671324391,1
79.14686362616656,0
80.73438383686775,1
77.70334119886182,1
69.00044088265845,0
74.54536972578488,1
70.54814175188874,0
48.273591540157014,1
78.16330571958693,1
90.47892277977729,1
80.34684199946273,1
81.35158454317921,1
69.24846362452645,1
70.68258347410487,1
73.71564691,1
90.11858571721235,1
79.85016925987155,1
79.73990761448054,0
63.179151828670754,1
78.74526043420995,0
79.8205592,1
72.53182876393815,1
80.83385136120464,1
73.65306630930937,0
84.9703067,1
85.03867362,1
57.301936009610515,1
80.92755318897578,1
82.64129798418932,1
78.89405854873993,1
100,1
97.58040918866782,1
91.35887827507553,1
67.43452898260672,1
75.60485150696694,0
61.01409984698873,1
88.29537693351938,1
78.21851993145924,1
96.83314902630332,1
90.41646020734274,1
91.36945544861392,1
80.30306258468492,1
74.80520285354191,0
77.10214327741724,1
83.70060858843236,1
95.85747132880158,1
76.91540899,1
64.50821166051821,1
89.10908525920743,1
75.80721410078888,1
82.40586717442282,0
98.24214380707453,1
76.06684917919914,1
93.80589741901893,1
86.26314073579431,0
82.63511687347722,1
81.18590614,1
85.60696265480468,1
84.24504406874993,1
66.34445921409275,1
90.87817594659168,1
72.35799385142725,0
72.73957854847114,1
79.12154602482859,1
92.27795231459397,1
83.35585812086278,1
69.33071781,0
73.57916041261863,1
92.71707665339439,1
88.36504178992992,1
61.701606013250455,0
78.58334443197799,1
85.10117349958291,1
55.14850694846186,0
64.83419215936888,1
87.97408617071193,1
85.73469865199483,1
68.03745843179486,0
85.03883682236076,1
81.63988752,1
75.39222009580412,0
66.55533305092075,1
94.98226632069209,1
69.32172505336348,0
68.36251204,1
68.76376486270426,1
81.73098521605668,1
68.88948611,0
64.34206522680893,0
83.07784183871377,1
64.75684241,1
63.80368883386651,1
65.06971128274665,1
59.70015593308936,0
60.37261033540365,0
74.10200143126146,1
78.72107335651089,1
61.17064515220311,1
75.01543522897195,0
71.73205015561754,1
73.34736507055177,1
75.83676356887358,1
70.93407566554387,1
73.35883525677308,1
75.66499996286625,1
75.51256527866968,1
78.63447033,1
86.43963557081229,1
88.5164796,0
77.72048708100768,0
86.06751035656686,1
67.75959483491263,1
76.43329276624141,1
72.16577344424871,0
100,1
76.45487130371794,0
80.89640123126526,1
78.66256152667131,1
70.189479,1
93.26486595961464,1
79.79409683426232,0
82.72492649705497,1
77.52980380550893,0
78.13868239702472,1
72.02096476630959,0
72.01934912594827,1
83.38245365752148,1
81.05629555223999,1
90.97995359118968,1
88.20623354474974,1
74.38945391,1
74.83054624258679,0
64.94554068842558,0
50.27518885916005,1
93.14151501073967,1
88.63508068,1
70.80956471358988,1
77.73505631039738,0
81.25028138210224,1
76.66233156445361,1
65.98329952794953,0
83.88881068237016,1
74.29416225491262,1
89.59010199,0
94.72826345,1
85.07150588037285,1
81.99770444,1
69.6406298,1
88.02683246415107,1
87.74433760218771,0
89.35427894371554,1
70.05383307592807,1
78.34790381836885,1
87.81936538460616,1
83.70209647676346,1
88.34658104013695,1
70.68116733915082,0
89.67911931687244,1
76.75681036377193,1
81.99892150126563,1
85.58211839,1
68.87710636,1
81.70459674270717,1
78.71244743379538,1
73.27920615661164,1
87.21968650975228,1
67.96997468,0
80.03628539653157,1
88.45386911,1
76.69398815392634,0
73.88125461626142,1
63.633411830207976,0
75.45286300962634,1
67.38620198033433,1
70.81164214116546,0
79.23577109158667,1
72.26659489836803,1
78.96224285654439,1
85.56483775507594,1
77.01200841078476,1
94.81889654662027,1
61.52625587497042,0
89.34786965726038,1
88.19318928040441,1
78.61885910595667,1
88.55159356210024,1
99.93552529527285,1
72.14880574585455,0
78.54126049583635,1
70.02684301796282,0
100,1
62.114387599894364,0
68.05194348597551,1
95.79723010640762,1
80.19316601313432,1
75.63930868375706,1
77.17920625871923,1
59.612641159804554,0
64.59871090151462,0
92.33868765092741,1
77.03036551846652,1
72.15816826959622,1
77.34492489715775,1
73.76546332031549,1
68.16503257599328,1
98.80157017,1
83.54962338477884,1
68.00018401146333,1
81.45778291574885,1
75.47193788504272,0
76.63485734496078,0
88.75011391816037,1
69.94568505139328,1
73.05822676700919,1
83.83527107373058,1
76.83427529680006,0
79.54882147743186,1
79.30954512627056,0
75.14719557047408,1
80.82458121,1
84.99900270683736,1
78.98154449178837,0
63.03506320012113,0
67.23990952278729,0
89.80553861507687,1
78.09837335140408,0
74.83091796147968,1
70.59072474,1
95.47108296152656,1
58.41696090824138,1
79.25992595391665,1
69.04904815210625,1
77.20942281119926,1
83.38482174327167,0
96.37238112876138,1
82.22769098511296,1
64.68330252677269,1
96.40368250348116,1
91.69067177018968,1
100,1
91.10599363935329,1
71.12809166890077,1
84.53767174445653,1
91.42986596,1
87.23048629190522,0
82.28104195976387,1
89.79398001743986,1
73.67053064032332,0
89.36252307627365,1
80.86736995236932,1
74.23723169807417,1
82.50271731,1
77.86009850526648,1
98.73841507353443,1
84.93172291239813,1
70.66717615867228,1
70.38964622959197,1
86.39732507642798,1
96.87479789775088,1
57.254160640745795,0
74.23519078308897,0
91.29887765656814,1
71.89068062045445,1
86.43302872556053,1
89.47728728532834,1
87.61272782642979,1
86.05123994471528,1
95.67386632804325,1
91.26462272523996,1
76.30328077843438,0
63.98842610506272,1
86.00923400811868,1
69.37596239971512,1
84.48029242621223,1
100,1
77.48485281519584,1
87.55972905025226,1
87.05948455971848,1
97.78148342894437,1
88.72721957748546,1
72.21663007311763,0
66.28100667438618,1
87.47783764043479,1
67.23934562659421,0
79.26917695331213,1
100,1
74.56452927415245,0
59.680665958112186,0
54.90816572675753,0
72.54142420437393,1
72.0278459,1
85.24539582812059,1
76.65237776853787,1
75.02583304374274,1
80.58246078072284,1
72.90251607626026,0
65.86173438140064,0
74.91457804444843,1
59.91995491642702,1
79.71644328378007,1
90.44473541010012,1
73.95259643390521,1
65.38537314144271,0
83.68394516943566,1
99.29775536,1
75.77567884142829,1
90.59760390215195,1
94.02345212184757,1
68.35029805834688,1
86.13171724477982,1
76.07104805,0
100,1
82.84514682878694,1
74.14782725446997,1
79.72971910412734,0
72.54786124740659,1
84.70642112152544,1
85.88491492631805,1
80.51291603380267,1
75.02217564273683,1
62.07799178718403,0
92.94387985806333,1
80.08143494886352,1
75.13158230256985,1
65.71772436519046,1
72.32627737328053,0
79.89406134824432,1
77.02930869417558,0
83.83843693618725,1
70.18408980500266,1
76.06354862046366,1
66.4972964,0
84.34054887461974,1
91.41227137938183,1
76.11962786701399,1
90.96865872620828,1
82.74144625065826,1
86.74283578076152,1
84.15245161,1
93.63534558320163,1
72.24387626794373,0
78.94995989916588,1
80.58428188544708,1
65.01923602536878,1
90.67278574497158,1
67.05062151685931,1
72.13885074082802,0
74.25762057936379,0
79.09404220550064,1
86.28342996765372,1
63.92732732,0
79.24517406544392,1
87.0064235,1
69.44014087590708,0
72.51714028699779,1
78.03425934192383,1
78.87966916,0
76.08721487043965,1
90.64575652863279,1
67.20829086012589,0
67.27826840170665,0
85.59967184554449,1
92.06998436954036,1
67.20998108748483,1
87.47512155205224,1
