X,Y,Z
0,1.182435050121405,-0.725820321
0,2.7144743504747493,0.5634755202984244
0,0.0776124,-0.435632086
0,-0.154448919,-0.104552548
0,22.298992149684803,-2.321272833
0,-0.199006744,-0.214094366
0,2.563258134397972,0.5434054256457874
1,3.369376355344481,-0.537454102
1,2.9624959826463066,-0.380275335
0,0.883325243,0.26547293010580864
0,-0.185111525,-0.14543174
0,1.5409410828808094,0.3900747550744413
0,-0.183713006,-0.142926374
1,2.9727605015605687,-0.014118047
0,0.3824022700281098,-0.541292329
0,6.019916795869897,0.9153400195339444
0,4.486198048627532,0.7681113622541089
1,3.254917764697123,0.10163480061064663
0,4.894866783,0.8094421016746339
1,3.000912324991753,0.000455643
1,2.803569083883356,-0.22671735
0,10.777431175668916,1.2817173263257007
0,-0.119987995,-0.073499403
0,7.859859677634667,1.0696345677110928
0,4.720471025672454,0.7920152242453191
0,1.2564213596673168,0.3397075800222407
0,3.2737209704856554,0.6335131637215642
1,2.863495072549852,-0.312689904
0,1.3999831811161987,0.36568245175472763
0,1.166421312746581,0.3227659730216918
0,-0.178202854,-0.133974027
0,1.062717447687648,0.3025370529001116
0,10.467659045423474,-1.660661429
0,0.5268491218934107,0.18127394925261042
0,-0.133471512,-0.315350326
0,3.059202950790335,-1.007366453
0,1.3038437812337753,-0.748423884
0,11.301627916227977,-1.716682427
1,2.8091568698361162,-0.157205445
0,5.438104694993773,0.8618949755031119
0,2.9649663273239346,-0.995608739
0,4.390898638147398,-1.158216952
0,11.315996900398657,1.3176295266235865
0,9.928915334966938,-1.623300062
0,0.5216020232669851,0.17989525484453872
0,3.723729964628553,0.6858589012510461
0,0.13877226861923675,0.060296856922720736
0,0.6155961265910879,-0.603880212
0,7.598927918118386,1.0489137614838253
0,20.95969715,-2.257167818
0,-0.099795017,-0.058433773
0,-0.162921975,-0.113886093
1,3.2077085110834638,0.085555077
0,1.4180905642645953,-0.768874426
0,5.355979025755837,-1.254132727
0,8.124254517,-1.490291015
0,0.34283605886084895,0.12949538960684986
0,0.2283171590037653,0.092683159
0,0.30822577386069594,-0.518818373
0,1.5095226202122392,-0.784726025
0,3.0344352642320738,-1.00429289
0,-0.116471623,-0.070749563
0,8.737809042,-1.536997311
0,2.1198453398662234,-0.881152749
0,2.279471091595356,-0.904197571
0,3.8863227086157393,0.7040268478995233
1,12.586848401536354,1.1990602847294576
0,20.560512549952506,1.8376708541838893
1,14.456103932627332,1.3268335818043389
0,-0.196304586,-0.172813924
1,2.828086130401849,-0.125051844
0,8.593917833790856,-1.526191376
1,15.766170539093931,-1.810352169
0,1.5852707274471247,0.3975400785632918
0,18.800974193919238,1.749408843414805
0,18.306537497392377,1.7238782444527188
0,6.164156706,-1.328198272
0,0.5637474864796881,0.19083180179706158
0,1.9454388568286272,-0.855047915
0,0.3903729788287061,0.1436198419267159
0,-0.114417992,-0.330829666
0,0.3601549962205331,0.13471032138866978
0,0.5927932988376488,-0.598194249
0,2.2753747447711965,-0.903615626
0,5.258567475,0.8448509439413385
0,0.5937169626443515,-0.598426144
0,-0.005634328,-0.39716271
0,-0.199977144,-0.197861971
0,5.381399239295326,-1.256541456
1,3.084452982521086,-0.438517497
0,0.9165331729169339,-0.672553314
0,0.46217895067252424,-0.563917285
0,0.1026710077699253,0.046036992247070564
0,14.369320443191468,-1.90700442
0,1.970346986574321,0.45883943211898315
